reading_id,meter_id,ts,kwh,read_type,source_system
RD-000040956,MTR-200029,14/10/2024 05:30,0.198,E,legacy_hh_v1
RD-000042396,MTR-200030,14/10/2024 05:30,0.1116,A,legacy_hh_v1
RD-000043836,MTR-200031,14/10/2024 05:30,0.1302,A,legacy_hh_v1
RD-000045276,MTR-200032,14/10/2024 05:30,0.1641,A,legacy_hh_v1
RD-000046716,MTR-200033,14/10/2024 05:30,0.2008,E,legacy_hh_v1
RD-000048156,MTR-200034,14/10/2024 05:30,0.2031,A,legacy_hh_v1
RD-000049596,MTR-200035,14/10/2024 05:30,0.0851,A,legacy_hh_v1
RD-000051036,MTR-200036,14/10/2024 05:30,0.0723,A,legacy_hh_v1
RD-000052476,MTR-200037,14/10/2024 05:30,0.2427,A,legacy_hh_v1
RD-000053916,MTR-200038,14/10/2024 05:30,0.2166,E,legacy_hh_v1
RD-000055356,MTR-200039,14/10/2024 05:30,0.0975,A,legacy_hh_v1
RD-000056796,MTR-200040,14/10/2024 05:30,0.1985,A,legacy_hh_v1
RD-000058236,MTR-200041,14/10/2024 05:30,0.2006,A,legacy_hh_v1
RD-000059676,MTR-200042,14/10/2024 05:30,0.119,A,legacy_hh_v1
RD-000061116,MTR-200043,14/10/2024 05:30,0.1716,A,legacy_hh_v1
RD-000062556,MTR-200044,14/10/2024 05:30,0.1244,A,legacy_hh_v1
RD-000063996,MTR-200045,14/10/2024 05:30,0.1891,A,legacy_hh_v1
RD-000065436,MTR-200046,14/10/2024 05:30,0.2304,A,legacy_hh_v1
RD-000066876,MTR-200047,14/10/2024 05:30,0.1359,A,legacy_hh_v1
RD-000068316,MTR-200048,14/10/2024 05:30,0.1153,A,legacy_hh_v1
RD-000069756,MTR-200049,14/10/2024 05:30,0.1019,A,legacy_hh_v1
RD-000072636,MTR-200051,14/10/2024 05:30,0.0684,A,legacy_hh_v1
RD-000074076,MTR-200052,14/10/2024 05:30,0.2221,A,legacy_hh_v1
RD-000075516,MTR-200053,14/10/2024 05:30,0.1929,A,legacy_hh_v1
RD-000078396,MTR-200055,14/10/2024 05:30,0.1932,A,legacy_hh_v1
RD-000079836,MTR-200056,14/10/2024 05:30,0.1164,A,legacy_hh_v1
RD-000081276,MTR-200057,14/10/2024 05:30,0.1397,A,legacy_hh_v1
RD-000082716,MTR-200058,14/10/2024 05:30,0.1567,A,legacy_hh_v1
RD-000084156,MTR-200059,14/10/2024 05:30,0.0825,A,legacy_hh_v1
RD-000000637,MTR-200001,14/10/2024 06:00,0.2066,A,legacy_hh_v1
RD-000002077,MTR-200002,14/10/2024 06:00,0.21,A,legacy_hh_v1
RD-000003517,MTR-200003,14/10/2024 06:00,0.1279,A,legacy_hh_v1
RD-000004957,MTR-200004,14/10/2024 06:00,0.089,A,legacy_hh_v1
RD-000006397,MTR-200005,14/10/2024 06:00,0.1242,A,legacy_hh_v1
RD-000007837,MTR-200006,14/10/2024 06:00,0.2065,A,legacy_hh_v1
RD-000009277,MTR-200007,14/10/2024 06:00,0.1427,A,legacy_hh_v1
RD-000010717,MTR-200008,14/10/2024 06:00,0.2369,A,legacy_hh_v1
RD-000012157,MTR-200009,14/10/2024 06:00,0.1931,A,legacy_hh_v1
RD-000013597,MTR-200010,14/10/2024 06:00,0.2319,A,legacy_hh_v1
RD-000015037,MTR-200011,14/10/2024 06:00,0.2437,A,legacy_hh_v1
RD-000016477,MTR-200012,14/10/2024 06:00,0.2093,A,legacy_hh_v1
RD-000017917,MTR-200013,14/10/2024 06:00,0.0963,A,legacy_hh_v1
RD-000019357,MTR-200014,14/10/2024 06:00,0.1711,A,legacy_hh_v1
RD-000020797,MTR-200015,14/10/2024 06:00,0.15,A,legacy_hh_v1
RD-000022237,MTR-200016,14/10/2024 06:00,0.2324,A,legacy_hh_v1
RD-000023677,MTR-200017,14/10/2024 06:00,0.124,A,legacy_hh_v1
RD-000025117,MTR-200018,14/10/2024 06:00,0.2596,A,legacy_hh_v1
RD-000026557,MTR-200019,14/10/2024 06:00,0.1987,A,legacy_hh_v1
RD-000027997,MTR-200020,14/10/2024 06:00,0.2547,A,legacy_hh_v1
RD-000029437,MTR-200021,14/10/2024 06:00,0.1147,A,legacy_hh_v1
RD-000030877,MTR-200022,14/10/2024 06:00,0.1365,A,legacy_hh_v1
RD-000032317,MTR-200023,14/10/2024 06:00,0.1532,A,legacy_hh_v1
RD-000033757,MTR-200024,14/10/2024 06:00,0.1024,A,legacy_hh_v1
RD-000035197,MTR-200025,14/10/2024 06:00,0.0773,A,legacy_hh_v1
RD-000036637,MTR-200026,14/10/2024 06:00,0.2087,A,legacy_hh_v1
RD-000038077,MTR-200027,14/10/2024 06:00,0.1868,A,legacy_hh_v1
RD-000039517,MTR-200028,14/10/2024 06:00,0.1165,A,legacy_hh_v1
RD-000040957,MTR-200029,14/10/2024 06:00,0.1985,A,legacy_hh_v1
RD-000042397,MTR-200030,14/10/2024 06:00,0.1632,A,legacy_hh_v1
RD-000042397,MTR-200030,14/10/2024 06:00,0.1632,A,legacy_hh_v1
RD-000043837,MTR-200031,14/10/2024 06:00,0.1356,A,legacy_hh_v1
RD-000045277,MTR-200032,14/10/2024 06:00,0.2044,A,legacy_hh_v1
RD-000046717,MTR-200033,14/10/2024 06:00,0.2054,A,legacy_hh_v1
RD-000048157,MTR-200034,14/10/2024 06:00,0.2203,E,legacy_hh_v1
RD-000049597,MTR-200035,14/10/2024 06:00,0.1082,A,legacy_hh_v1
RD-000051037,MTR-200036,14/10/2024 06:00,0.1,A,legacy_hh_v1
RD-000052477,MTR-200037,14/10/2024 06:00,0.2115,A,legacy_hh_v1
RD-000053917,MTR-200038,14/10/2024 06:00,0.2113,A,legacy_hh_v1
RD-000055357,MTR-200039,14/10/2024 06:00,0.1407,A,legacy_hh_v1
RD-000056797,MTR-200040,14/10/2024 06:00,0.2711,E,legacy_hh_v1
RD-000058237,MTR-200041,14/10/2024 06:00,0.2685,A,legacy_hh_v1
RD-000059677,MTR-200042,14/10/2024 06:00,0.1904,A,legacy_hh_v1
RD-000061117,MTR-200043,14/10/2024 06:00,0.1923,A,legacy_hh_v1
RD-000062557,MTR-200044,14/10/2024 06:00,0.1989,A,legacy_hh_v1
RD-000063997,MTR-200045,14/10/2024 06:00,0.1736,A,legacy_hh_v1
RD-000065437,MTR-200046,14/10/2024 06:00,0.1959,E,legacy_hh_v1
RD-000066877,MTR-200047,14/10/2024 06:00,0.1931,A,legacy_hh_v1
RD-000068317,MTR-200048,14/10/2024 06:00,0.1327,A,legacy_hh_v1
RD-000069757,MTR-200049,14/10/2024 06:00,0.1335,A,legacy_hh_v1
RD-000071197,MTR-200050,14/10/2024 06:00,0.1573,A,legacy_hh_v1
RD-000072637,MTR-200051,14/10/2024 06:00,0.0834,A,legacy_hh_v1
RD-000074077,MTR-200052,14/10/2024 06:00,0.2321,A,legacy_hh_v1
RD-000075517,MTR-200053,14/10/2024 06:00,0.2284,A,legacy_hh_v1
RD-000076957,MTR-200054,14/10/2024 06:00,0.0866,A,legacy_hh_v1
RD-000078397,MTR-200055,14/10/2024 06:00,0.2127,A,legacy_hh_v1
RD-000079837,MTR-200056,14/10/2024 06:00,0.1485,A,legacy_hh_v1
RD-000081277,MTR-200057,14/10/2024 06:00,0.2107,A,legacy_hh_v1
RD-000082717,MTR-200058,14/10/2024 06:00,0.1396,A,legacy_hh_v1
RD-000084157,MTR-200059,14/10/2024 06:00,0.0935,A,legacy_hh_v1
RD-000000638,MTR-200001,14/10/2024 06:30,0.173,A,legacy_hh_v1
RD-000002078,MTR-200002,14/10/2024 06:30,0.2005,E,legacy_hh_v1
RD-000003518,MTR-200003,14/10/2024 06:30,0.1138,A,legacy_hh_v1
RD-000004958,MTR-200004,14/10/2024 06:30,0.062,A,legacy_hh_v1
RD-000006398,MTR-200005,14/10/2024 06:30,0.0872,A,legacy_hh_v1
RD-000007838,MTR-200006,14/10/2024 06:30,0.2663,A,legacy_hh_v1
RD-000009278,MTR-200007,14/10/2024 06:30,0.1218,A,legacy_hh_v1
RD-000010718,MTR-200008,14/10/2024 06:30,0.2221,A,legacy_hh_v1
RD-000012158,MTR-200009,14/10/2024 06:30,0.1714,A,legacy_hh_v1
RD-000013598,MTR-200010,14/10/2024 06:30,0.2423,E,legacy_hh_v1
RD-000015038,MTR-200011,14/10/2024 06:30,0.2848,A,legacy_hh_v1
RD-000016478,MTR-200012,14/10/2024 06:30,0.1941,A,legacy_hh_v1
RD-000017918,MTR-200013,14/10/2024 06:30,0.0889,A,legacy_hh_v1
RD-000019358,MTR-200014,14/10/2024 06:30,0.1481,A,legacy_hh_v1
RD-000020798,MTR-200015,14/10/2024 06:30,0.1717,A,legacy_hh_v1
RD-000022238,MTR-200016,14/10/2024 06:30,0.2657,A,legacy_hh_v1
RD-000023678,MTR-200017,14/10/2024 06:30,0.1063,A,legacy_hh_v1
RD-000025118,MTR-200018,14/10/2024 06:30,0.2126,A,legacy_hh_v1
RD-000026558,MTR-200019,14/10/2024 06:30,0.1348,A,legacy_hh_v1
RD-000027998,MTR-200020,14/10/2024 06:30,0.2136,A,legacy_hh_v1
RD-000029438,MTR-200021,14/10/2024 06:30,0.1228,A,legacy_hh_v1
RD-000030878,MTR-200022,14/10/2024 06:30,0.1402,A,legacy_hh_v1
RD-000032318,MTR-200023,14/10/2024 06:30,0.1432,A,legacy_hh_v1
RD-000033758,MTR-200024,14/10/2024 06:30,0.0987,A,legacy_hh_v1
RD-000035198,MTR-200025,14/10/2024 06:30,0.0699,A,legacy_hh_v1
RD-000036638,MTR-200026,14/10/2024 06:30,0.1384,A,legacy_hh_v1
RD-000038078,MTR-200027,14/10/2024 06:30,0.1741,A,legacy_hh_v1
RD-000039518,MTR-200028,14/10/2024 06:30,0.1125,A,legacy_hh_v1
RD-000040958,MTR-200029,14/10/2024 06:30,0.1756,A,legacy_hh_v1
RD-000042398,MTR-200030,14/10/2024 06:30,0.1489,A,legacy_hh_v1
RD-000043838,MTR-200031,14/10/2024 06:30,0.1142,A,legacy_hh_v1
RD-000045278,MTR-200032,14/10/2024 06:30,0.1911,A,legacy_hh_v1
RD-000046718,MTR-200033,14/10/2024 06:30,0.185,A,legacy_hh_v1
RD-000046718,MTR-200033,14/10/2024 06:30,0.185,A,legacy_hh_v1
RD-000048158,MTR-200034,14/10/2024 06:30,0.1709,E,legacy_hh_v1
RD-000049598,MTR-200035,14/10/2024 06:30,0.1206,E,legacy_hh_v1
RD-000051038,MTR-200036,14/10/2024 06:30,0.078,A,legacy_hh_v1
RD-000052478,MTR-200037,14/10/2024 06:30,0.2547,A,legacy_hh_v1
RD-000053918,MTR-200038,14/10/2024 06:30,0.1996,A,legacy_hh_v1
RD-000055358,MTR-200039,14/10/2024 06:30,0.1365,A,legacy_hh_v1
RD-000056798,MTR-200040,14/10/2024 06:30,0.2855,A,legacy_hh_v1
RD-000058238,MTR-200041,14/10/2024 06:30,0.2011,A,legacy_hh_v1
RD-000059678,MTR-200042,14/10/2024 06:30,0.156,A,legacy_hh_v1
RD-000061118,MTR-200043,14/10/2024 06:30,0.1565,A,legacy_hh_v1
RD-000062558,MTR-200044,14/10/2024 06:30,0.1742,A,legacy_hh_v1
RD-000063998,MTR-200045,14/10/2024 06:30,0.1766,A,legacy_hh_v1
RD-000065438,MTR-200046,14/10/2024 06:30,0.2372,A,legacy_hh_v1
RD-000066878,MTR-200047,14/10/2024 06:30,0.1623,E,legacy_hh_v1
RD-000068318,MTR-200048,14/10/2024 06:30,0.1097,E,legacy_hh_v1
RD-000069758,MTR-200049,14/10/2024 06:30,0.1233,A,legacy_hh_v1
RD-000071198,MTR-200050,14/10/2024 06:30,0.1294,A,legacy_hh_v1
RD-000072638,MTR-200051,14/10/2024 06:30,0.1044,A,legacy_hh_v1
RD-000074078,MTR-200052,14/10/2024 06:30,0.2284,A,legacy_hh_v1
RD-000075518,MTR-200053,14/10/2024 06:30,0.2078,A,legacy_hh_v1
RD-000076958,MTR-200054,14/10/2024 06:30,0.1085,A,legacy_hh_v1
RD-000078398,MTR-200055,14/10/2024 06:30,0.1918,A,legacy_hh_v1
RD-000079838,MTR-200056,14/10/2024 06:30,0.1127,A,legacy_hh_v1
RD-000081278,MTR-200057,14/10/2024 06:30,0.2548,A,legacy_hh_v1
RD-000082718,MTR-200058,14/10/2024 06:30,0.1264,A,legacy_hh_v1
RD-000084158,MTR-200059,14/10/2024 06:30,0.0842,A,legacy_hh_v1
RD-000000639,MTR-200001,14/10/2024 07:00,0.1809,A,legacy_hh_v1
RD-000002079,MTR-200002,14/10/2024 07:00,0.1251,A,legacy_hh_v1
RD-000003519,MTR-200003,14/10/2024 07:00,0.0972,A,legacy_hh_v1
RD-000004959,MTR-200004,14/10/2024 07:00,0.0757,A,legacy_hh_v1
RD-000006399,MTR-200005,14/10/2024 07:00,0.0764,A,legacy_hh_v1
RD-000007839,MTR-200006,14/10/2024 07:00,0.2025,A,legacy_hh_v1
RD-000009279,MTR-200007,14/10/2024 07:00,0.093,A,legacy_hh_v1
RD-000010719,MTR-200008,14/10/2024 07:00,0.1585,A,legacy_hh_v1
RD-000012159,MTR-200009,14/10/2024 07:00,0.1376,A,legacy_hh_v1
RD-000013599,MTR-200010,14/10/2024 07:00,0.2238,A,legacy_hh_v1
RD-000015039,MTR-200011,14/10/2024 07:00,0.2112,A,legacy_hh_v1
RD-000016479,MTR-200012,14/10/2024 07:00,0.1953,A,legacy_hh_v1
RD-000017919,MTR-200013,14/10/2024 07:00,0.0832,A,legacy_hh_v1
RD-000019359,MTR-200014,14/10/2024 07:00,0.1192,A,legacy_hh_v1
RD-000020799,MTR-200015,14/10/2024 07:00,0.1265,A,legacy_hh_v1
RD-000022239,MTR-200016,14/10/2024 07:00,0.1974,A,legacy_hh_v1
RD-000023679,MTR-200017,14/10/2024 07:00,0.0952,E,legacy_hh_v1
RD-000025119,MTR-200018,14/10/2024 07:00,0.1401,A,legacy_hh_v1
RD-000026559,MTR-200019,14/10/2024 07:00,0.1318,A,legacy_hh_v1
RD-000027999,MTR-200020,14/10/2024 07:00,0.176,A,legacy_hh_v1
RD-000029439,MTR-200021,14/10/2024 07:00,0.0997,A,legacy_hh_v1
RD-000030879,MTR-200022,14/10/2024 07:00,0.1117,A,legacy_hh_v1
RD-000032319,MTR-200023,14/10/2024 07:00,0.1383,A,legacy_hh_v1
RD-000033759,MTR-200024,14/10/2024 07:00,0.1074,E,legacy_hh_v1
RD-000035199,MTR-200025,14/10/2024 07:00,0.0723,A,legacy_hh_v1
RD-000036639,MTR-200026,14/10/2024 07:00,0.1478,A,legacy_hh_v1
RD-000038079,MTR-200027,14/10/2024 07:00,0.1515,A,legacy_hh_v1
RD-000039519,MTR-200028,14/10/2024 07:00,0.0811,A,legacy_hh_v1
RD-000040959,MTR-200029,14/10/2024 07:00,0.1694,A,legacy_hh_v1
RD-000042399,MTR-200030,14/10/2024 07:00,0.1251,A,legacy_hh_v1
RD-000043839,MTR-200031,14/10/2024 07:00,0.0979,A,legacy_hh_v1
RD-000045279,MTR-200032,14/10/2024 07:00,0.156,A,legacy_hh_v1
RD-000046719,MTR-200033,14/10/2024 07:00,0.1914,A,legacy_hh_v1
RD-000048159,MTR-200034,14/10/2024 07:00,0.1833,A,legacy_hh_v1
RD-000049599,MTR-200035,14/10/2024 07:00,0.1075,A,legacy_hh_v1
RD-000051039,MTR-200036,14/10/2024 07:00,0.0614,A,legacy_hh_v1
RD-000052479,MTR-200037,14/10/2024 07:00,0.2249,A,legacy_hh_v1
RD-000053919,MTR-200038,14/10/2024 07:00,0.1811,A,legacy_hh_v1
RD-000055359,MTR-200039,14/10/2024 07:00,0.1069,A,legacy_hh_v1
RD-000056799,MTR-200040,14/10/2024 07:00,0.2424,A,legacy_hh_v1
RD-000058239,MTR-200041,14/10/2024 07:00,0.1918,A,legacy_hh_v1
RD-000059679,MTR-200042,14/10/2024 07:00,0.1355,A,legacy_hh_v1
RD-000061119,MTR-200043,14/10/2024 07:00,0.1578,A,legacy_hh_v1
RD-000062559,MTR-200044,14/10/2024 07:00,0.1117,A,legacy_hh_v1
RD-000063999,MTR-200045,14/10/2024 07:00,0.1368,A,legacy_hh_v1
RD-000065439,MTR-200046,14/10/2024 07:00,0.1625,A,legacy_hh_v1
RD-000066879,MTR-200047,14/10/2024 07:00,0.1416,A,legacy_hh_v1
RD-000068319,MTR-200048,14/10/2024 07:00,0.079,A,legacy_hh_v1
RD-000069759,MTR-200049,14/10/2024 07:00,0.0995,A,legacy_hh_v1
RD-000071199,MTR-200050,14/10/2024 07:00,0.1138,A,legacy_hh_v1
RD-000072639,MTR-200051,14/10/2024 07:00,0.0632,A,legacy_hh_v1
RD-000074079,MTR-200052,14/10/2024 07:00,0.2151,A,legacy_hh_v1
RD-000075519,MTR-200053,14/10/2024 07:00,0.1743,A,legacy_hh_v1
RD-000076959,MTR-200054,14/10/2024 07:00,0.0976,A,legacy_hh_v1
RD-000078399,MTR-200055,14/10/2024 07:00,0.1934,A,legacy_hh_v1
RD-000079839,MTR-200056,14/10/2024 07:00,0.0996,A,legacy_hh_v1
RD-000081279,MTR-200057,14/10/2024 07:00,0.1687,A,legacy_hh_v1
RD-000082719,MTR-200058,14/10/2024 07:00,0.1501,A,legacy_hh_v1
RD-000084159,MTR-200059,14/10/2024 07:00,0.0817,A,legacy_hh_v1
RD-000000640,MTR-200001,14/10/2024 07:30,0.1498,A,legacy_hh_v1
RD-000002080,MTR-200002,14/10/2024 07:30,0.1252,A,legacy_hh_v1
RD-000003520,MTR-200003,14/10/2024 07:30,0.0873,A,legacy_hh_v1
RD-000004960,MTR-200004,14/10/2024 07:30,0.0524,A,legacy_hh_v1
RD-000006400,MTR-200005,14/10/2024 07:30,0.0789,A,legacy_hh_v1
RD-000007840,MTR-200006,14/10/2024 07:30,0.1589,A,legacy_hh_v1
RD-000009280,MTR-200007,14/10/2024 07:30,0.0952,A,legacy_hh_v1
RD-000010720,MTR-200008,14/10/2024 07:30,0.1553,A,legacy_hh_v1
RD-000012160,MTR-200009,14/10/2024 07:30,0.1449,A,legacy_hh_v1
RD-000013600,MTR-200010,14/10/2024 07:30,0.1949,A,legacy_hh_v1
RD-000015040,MTR-200011,14/10/2024 07:30,0.1522,A,legacy_hh_v1
RD-000016480,MTR-200012,14/10/2024 07:30,0.1251,A,legacy_hh_v1
RD-000017920,MTR-200013,14/10/2024 07:30,0.0554,A,legacy_hh_v1
RD-000020800,MTR-200015,14/10/2024 07:30,0.0983,A,legacy_hh_v1
RD-000022240,MTR-200016,14/10/2024 07:30,0.1973,E,legacy_hh_v1
RD-000023680,MTR-200017,14/10/2024 07:30,0.0833,A,legacy_hh_v1
RD-000025120,MTR-200018,14/10/2024 07:30,0.1621,A,legacy_hh_v1
RD-000026560,MTR-200019,14/10/2024 07:30,0.0999,A,legacy_hh_v1
RD-000028000,MTR-200020,14/10/2024 07:30,0.1509,A,legacy_hh_v1
RD-000029440,MTR-200021,14/10/2024 07:30,0.0835,E,legacy_hh_v1
RD-000030880,MTR-200022,14/10/2024 07:30,0.0984,A,legacy_hh_v1
RD-000032320,MTR-200023,14/10/2024 07:30,0.0948,A,legacy_hh_v1
RD-000033760,MTR-200024,14/10/2024 07:30,0.083,A,legacy_hh_v1
RD-000035200,MTR-200025,14/10/2024 07:30,0.0506,A,legacy_hh_v1
RD-000036640,MTR-200026,14/10/2024 07:30,0.1156,A,legacy_hh_v1
RD-000038080,MTR-200027,14/10/2024 07:30,0.0992,A,legacy_hh_v1
RD-000039520,MTR-200028,14/10/2024 07:30,0.0866,A,legacy_hh_v1
RD-000040960,MTR-200029,14/10/2024 07:30,0.1415,A,legacy_hh_v1
RD-000042400,MTR-200030,14/10/2024 07:30,0.087,A,legacy_hh_v1
RD-000043840,MTR-200031,14/10/2024 07:30,0.1042,A,legacy_hh_v1
RD-000045280,MTR-200032,14/10/2024 07:30,0.1506,A,legacy_hh_v1
RD-000046720,MTR-200033,14/10/2024 07:30,0.119,A,legacy_hh_v1
RD-000048160,MTR-200034,14/10/2024 07:30,0.1236,A,legacy_hh_v1
RD-000049600,MTR-200035,14/10/2024 07:30,0.084,A,legacy_hh_v1
RD-000051040,MTR-200036,14/10/2024 07:30,0.0455,A,legacy_hh_v1
RD-000052480,MTR-200037,14/10/2024 07:30,0.1714,E,legacy_hh_v1
RD-000053920,MTR-200038,14/10/2024 07:30,0.1542,A,legacy_hh_v1
RD-000055360,MTR-200039,14/10/2024 07:30,0.0974,A,legacy_hh_v1
RD-000056800,MTR-200040,14/10/2024 07:30,0.1905,A,legacy_hh_v1
RD-000058240,MTR-200041,14/10/2024 07:30,0.1848,A,legacy_hh_v1
RD-000059680,MTR-200042,14/10/2024 07:30,0.1171,A,legacy_hh_v1
RD-000061120,MTR-200043,14/10/2024 07:30,0.1212,A,legacy_hh_v1
RD-000062560,MTR-200044,14/10/2024 07:30,0.1281,A,legacy_hh_v1
RD-000064000,MTR-200045,14/10/2024 07:30,0.1117,A,legacy_hh_v1
RD-000065440,MTR-200046,14/10/2024 07:30,0.1379,A,legacy_hh_v1
RD-000066880,MTR-200047,14/10/2024 07:30,0.1172,A,legacy_hh_v1
RD-000068320,MTR-200048,14/10/2024 07:30,0.0949,A,legacy_hh_v1
RD-000069760,MTR-200049,14/10/2024 07:30,0.0894,E,legacy_hh_v1
RD-000071200,MTR-200050,14/10/2024 07:30,0.1128,A,legacy_hh_v1
RD-000072640,MTR-200051,14/10/2024 07:30,0.0634,A,legacy_hh_v1
RD-000074080,MTR-200052,14/10/2024 07:30,0.1615,A,legacy_hh_v1
RD-000075520,MTR-200053,14/10/2024 07:30,0.1353,A,legacy_hh_v1
RD-000076960,MTR-200054,14/10/2024 07:30,0.0654,A,legacy_hh_v1
RD-000078400,MTR-200055,14/10/2024 07:30,0.1578,A,legacy_hh_v1
RD-000079840,MTR-200056,14/10/2024 07:30,0.0719,A,legacy_hh_v1
RD-000081280,MTR-200057,14/10/2024 07:30,0.1706,E,legacy_hh_v1
RD-000082720,MTR-200058,14/10/2024 07:30,0.1199,A,legacy_hh_v1
RD-000084160,MTR-200059,14/10/2024 07:30,0.0568,A,legacy_hh_v1
RD-000000641,MTR-200001,14/10/2024 08:00,0.106,A,legacy_hh_v1
RD-000002081,MTR-200002,14/10/2024 08:00,0.1352,A,legacy_hh_v1
RD-000003521,MTR-200003,14/10/2024 08:00,0.0677,A,legacy_hh_v1
RD-000004961,MTR-200004,14/10/2024 08:00,0.0496,A,legacy_hh_v1
RD-000006401,MTR-200005,14/10/2024 08:00,0.0752,A,legacy_hh_v1
RD-000007841,MTR-200006,14/10/2024 08:00,0.15,A,legacy_hh_v1
RD-000009281,MTR-200007,14/10/2024 08:00,0.0755,E,legacy_hh_v1
RD-000010721,MTR-200008,14/10/2024 08:00,0.1492,A,legacy_hh_v1
RD-000012161,MTR-200009,14/10/2024 08:00,0.1026,A,legacy_hh_v1
RD-000013601,MTR-200010,14/10/2024 08:00,0.1353,A,legacy_hh_v1
RD-000015041,MTR-200011,14/10/2024 08:00,0.1515,A,legacy_hh_v1
RD-000016481,MTR-200012,14/10/2024 08:00,0.1094,A,legacy_hh_v1
RD-000017921,MTR-200013,14/10/2024 08:00,0.062,A,legacy_hh_v1
RD-000019361,MTR-200014,14/10/2024 08:00,0.1131,A,legacy_hh_v1
RD-000020801,MTR-200015,14/10/2024 08:00,0.0915,A,legacy_hh_v1
RD-000022241,MTR-200016,14/10/2024 08:00,0.1487,A,legacy_hh_v1
RD-000023681,MTR-200017,14/10/2024 08:00,0.0699,A,legacy_hh_v1
RD-000025121,MTR-200018,14/10/2024 08:00,0.1061,A,legacy_hh_v1
RD-000026561,MTR-200019,14/10/2024 08:00,0.1057,A,legacy_hh_v1
RD-000028001,MTR-200020,14/10/2024 08:00,0.1252,A,legacy_hh_v1
RD-000029441,MTR-200021,14/10/2024 08:00,0.0689,A,legacy_hh_v1
RD-000030881,MTR-200022,14/10/2024 08:00,0.0963,A,legacy_hh_v1
RD-000032321,MTR-200023,14/10/2024 08:00,0.0922,A,legacy_hh_v1
RD-000033761,MTR-200024,14/10/2024 08:00,0.0748,A,legacy_hh_v1
RD-000035201,MTR-200025,14/10/2024 08:00,0.05,A,legacy_hh_v1
RD-000036641,MTR-200026,14/10/2024 08:00,0.1197,A,legacy_hh_v1
RD-000038081,MTR-200027,14/10/2024 08:00,0.1167,A,legacy_hh_v1
RD-000039521,MTR-200028,14/10/2024 08:00,0.0673,A,legacy_hh_v1
RD-000040961,MTR-200029,14/10/2024 08:00,0.1261,A,legacy_hh_v1
RD-000042401,MTR-200030,14/10/2024 08:00,0.0854,A,legacy_hh_v1
RD-000043841,MTR-200031,14/10/2024 08:00,0.0799,A,legacy_hh_v1
RD-000045281,MTR-200032,14/10/2024 08:00,0.1047,A,legacy_hh_v1
RD-000046721,MTR-200033,14/10/2024 08:00,0.1274,A,legacy_hh_v1
RD-000048161,MTR-200034,14/10/2024 08:00,0.1326,A,legacy_hh_v1
RD-000049601,MTR-200035,14/10/2024 08:00,0.0757,E,legacy_hh_v1
RD-000051041,MTR-200036,14/10/2024 08:00,,A,legacy_hh_v1
RD-000052481,MTR-200037,14/10/2024 08:00,0.172,A,legacy_hh_v1
RD-000053921,MTR-200038,14/10/2024 08:00,0.1412,A,legacy_hh_v1
RD-000055361,MTR-200039,14/10/2024 08:00,0.0769,A,legacy_hh_v1
RD-000056801,MTR-200040,14/10/2024 08:00,0.1289,A,legacy_hh_v1
RD-000058241,MTR-200041,14/10/2024 08:00,0.1408,A,legacy_hh_v1
RD-000061121,MTR-200043,14/10/2024 08:00,0.1178,A,legacy_hh_v1
RD-000062561,MTR-200044,14/10/2024 08:00,0.1105,A,legacy_hh_v1
RD-000064001,MTR-200045,14/10/2024 08:00,0.1113,A,legacy_hh_v1
RD-000065441,MTR-200046,14/10/2024 08:00,0.1325,A,legacy_hh_v1
RD-000066881,MTR-200047,14/10/2024 08:00,0.1232,A,legacy_hh_v1
RD-000068321,MTR-200048,14/10/2024 08:00,0.0584,A,legacy_hh_v1
RD-000069761,MTR-200049,14/10/2024 08:00,0.0752,A,legacy_hh_v1
RD-000071201,MTR-200050,14/10/2024 08:00,0.0907,A,legacy_hh_v1
RD-000072641,MTR-200051,14/10/2024 08:00,0.0527,A,legacy_hh_v1
RD-000074081,MTR-200052,14/10/2024 08:00,0.1292,A,legacy_hh_v1
RD-000075521,MTR-200053,14/10/2024 08:00,0.1386,A,legacy_hh_v1
RD-000076961,MTR-200054,14/10/2024 08:00,0.0645,A,legacy_hh_v1
RD-000078401,MTR-200055,14/10/2024 08:00,0.1262,A,legacy_hh_v1
RD-000079841,MTR-200056,14/10/2024 08:00,0.1029,E,legacy_hh_v1
RD-000081281,MTR-200057,14/10/2024 08:00,0.1417,A,legacy_hh_v1
RD-000082721,MTR-200058,14/10/2024 08:00,0.1256,A,legacy_hh_v1
RD-000084161,MTR-200059,14/10/2024 08:00,0.0586,A,legacy_hh_v1
RD-000000642,MTR-200001,14/10/2024 08:30,0.1324,A,legacy_hh_v1
RD-000002082,MTR-200002,14/10/2024 08:30,0.1275,A,legacy_hh_v1
RD-000003522,MTR-200003,14/10/2024 08:30,0.0705,A,legacy_hh_v1
RD-000004962,MTR-200004,14/10/2024 08:30,0.0548,A,legacy_hh_v1
RD-000006402,MTR-200005,14/10/2024 08:30,0.0557,A,legacy_hh_v1
RD-000007842,MTR-200006,14/10/2024 08:30,0.1011,A,legacy_hh_v1
RD-000009282,MTR-200007,14/10/2024 08:30,0.0706,A,legacy_hh_v1
RD-000010722,MTR-200008,14/10/2024 08:30,0.1466,A,legacy_hh_v1
RD-000012162,MTR-200009,14/10/2024 08:30,0.1168,A,legacy_hh_v1
